REGION,FONUM,FOSHORT,Loc,LNAME,Asset,Class,Desc,Type,Aquire,Effective,SerialNum,PLACE,Age,Years in Storage,Months,Month
Korea,24,PYONGTAEK,897,PFO STORAGE,335778,60,NOV PREM V+ 6ST MULTI-DENOM,4011,8/27/2008,9/10/2020,335778-346809,Store,13,1.0,,Nov-21
Korea,24,PYONGTAEK,897,PFO STORAGE,335777,60,NOV PREM V+ 1ST MULTI-DENOM,4007,8/27/2008,4/29/2020,335777-346811,Store,13,1.0,,Nov-21
Korea,24,PYONGTAEK,897,PFO STORAGE,335776,60,NOV PREM V+ 4ST MULTI-DENOM,4009,8/27/2008,4/28/2020,335776-346814,Store,13,1.0,,Nov-21
Korea,24,PYONGTAEK,897,PFO STORAGE,335774,60,NOV PREM V+ 5sT,3158,8/27/2008,5/14/2020,335774-346819,Store,13,1.0,,Nov-21
Korea,24,PYONGTAEK,897,PFO STORAGE,335644,70,ITC Smart Card Dispenser,1018,3/6/2007,9/10/2020,335644-500647708,Store,14,1.0,,Nov-21
Korea,24,PYONGTAEK,897,PFO STORAGE,335398,60,NOV PREM V+ 4sT,3156,8/15/2008,12/29/2017,335398-346869,Store,13,3.0,,Nov-21
Korea,24,PYONGTAEK,897,PFO STORAGE,335396,60,NOV PREM V+ 6sT,3160,8/15/2008,12/29/2017,335396-346878,Store,13,3.0,,Nov-21
Korea,24,PYONGTAEK,897,PFO STORAGE,335779,60,NOV PREM V+ 5sT,3158,8/27/2008,12/29/2017,335779-346805,Store,13,3.0,,Nov-21
Korea,24,PYONGTAEK,897,PFO STORAGE,335843,60,NOV PREM V+ 5sT,3158,8/15/2008,4/6/2019,335843-346826,Store,13,2.0,,Nov-21
Japan,98,,915, FAR EAST DIST OFC,116224,740,IBM SUREPOS 4852,2038,9/25/2010,9/25/2010,116224-41D3171,Store,11,11.0,,Nov-21
Japan,98,,915, FAR EAST DIST OFC,126858,740,IBM SUREPOS 4852,2038,9/30/2010,12/14/2018,126858-41D5486,Store,11,2.0,,Nov-21
Japan,98,,915, FAR EAST DIST OFC,130592,740,IBM SUREPOS 4852,2038,10/15/2010,6/7/2015,130592-41D3372,Store,11,6.0,,Nov-21
Japan,98,,916, FED TECH CTR,336804,60,WMS BLADE MULTI CHEST 6,1869,2/27/2015,4/1/2021,336804-5077261,Store,6,,8.0,Nov-21
Japan,22,ZAMA,958,ZFO STORAGE,337612,60,BAL PRO CURVE QHBG (MLP),3216,10/1/2017,11/2/2020,337612-B170502906,Store,4,1.0,,Nov-21
Japan,22,ZAMA,958,ZFO STORAGE,336714,60,WMS BLADE MULTI CHEST 2,1856,3/27/2015,1/19/2019,336714-5077941,Store,6,2.0,,Nov-21
Japan,22,ZAMA,958,ZFO STORAGE,336961,60,BAL PRO CURVE QHBG (MLP),3216,10/20/2015,11/2/2020,336961-B150734265,Store,6,1.0,,Nov-21
Japan,22,ZAMA,958,ZFO STORAGE,336871,60,BAL PRO CURVE QHBG (MLP),3216,10/3/2015,11/2/2020,336871-B150734272,Store,6,1.0,,Nov-21
Japan,22,ZAMA,958,ZFO STORAGE,336738,60,BAL PRO CURVE QHBG (MLP),3210,10/20/2015,11/15/2018,336738-B150734266,Store,6,3.0,,Nov-21
Japan,22,ZAMA,958,ZFO STORAGE,335394,60,NOV PREM V+ 6ST MULTI-DENOM,4011,8/15/2008,6/24/2021,335394-346871,Store,13,,6.0,Nov-21
Japan,22,ZAMA,958,ZFO STORAGE,334039,60,IGT iGAME AZTEC TEMPLE 243 01,579,10/5/2004,11/25/2021,334039-1406555,Store,17,,1.0,Nov-21
Japan,22,ZAMA,958,ZFO STORAGE,333667,60,IGT CLEOPATRA II 20L 10C .01,1280,8/21/2004,10/26/2021,333667-1383885,Store,17,,2.0,Nov-21
Japan,22,ZAMA,958,ZFO STORAGE,333393,70,ITC Smart Card Dispenser,1018,10/15/2004,10/8/2015,333393-26973,Store,17,6.0,,Nov-21
Japan,22,ZAMA,958,ZFO STORAGE,337601,60,WMS BLADE MULTI CHEST 4,1867,12/7/2016,11/20/2020,337601-5105402,Store,4,1.0,,Nov-21
Japan,22,ZAMA,958,ZFO STORAGE,336710,60,WMS BLADE MULTI CHEST 2,1856,3/21/2015,1/19/2019,336710-5077942,Store,6,2.0,,Nov-21
Japan,26,OKINAWA,1103,OKINAWA F. O.,334964,70,DIEBOLD ACM,9001,2/24/2006,3/26/2008,334964-R106205-38899,Store,15,13.0,,Nov-21
Japan,26,OKINAWA,1103,OKINAWA F. O.,336246,60,NOV PREM V+ 1ST MULTI-DENOM,4007,9/1/2009,8/5/2020,336246-454023,Store,12,1.0,,Nov-21
Japan,26,OKINAWA,1103,OKINAWA F. O.,336535,60,WMS BLADE MULTI CHEST 6,1869,3/12/2015,12/13/2018,336535-5077267,Store,6,2.0,,Nov-21
Japan,26,OKINAWA,1103,OKINAWA F. O.,336533,60,WMS BLADE MULTI CHEST 6,1869,3/12/2015,3/18/2021,336533-5077265,Store,6,,9.0,Nov-21
Japan,26,OKINAWA,1103,OKINAWA F. O.,336447,60,WMS BLADE MULTI CHEST 2,1856,10/3/2015,4/8/2021,336447-5091350,Store,6,,8.0,Nov-21
Japan,26,OKINAWA,1103,OKINAWA F. O.,336389,60,NOV PREM V+ 1ST MULTI-DENOM,4007,12/23/2009,8/12/2020,336389-447004,Store,11,1.0,,Nov-21
Japan,26,OKINAWA,1103,OKINAWA F. O.,336387,60,NOV PREM V+ 1ST MULTI-DENOM,4007,12/23/2009,3/18/2021,336387-447002,Store,11,,9.0,Nov-21
Japan,26,OKINAWA,1103,OKINAWA F. O.,336386,60,NOV PREM V+ 3ST MULTI-DENOM,4008,12/23/2009,8/12/2020,336386-447001,Store,11,1.0,,Nov-21
Japan,26,OKINAWA,1103,OKINAWA F. O.,132974,740,IBM SUREPOS 4852,2038,9/25/2010,6/5/2014,132974-41D3176,Store,11,7.0,,Nov-21
Japan,26,OKINAWA,1103,OKINAWA F. O.,336154,60,NOV PREM V+ 1ST MULTI-DENOM,4007,8/23/2008,4/8/2021,336154-346823,Store,13,,8.0,Nov-21
Japan,26,OKINAWA,1103,OKINAWA F. O.,334910,70,ITC Smart Card Dispenser,1018,2/24/2006,5/22/2009,334910-490533633,Store,15,12.0,,Nov-21
Japan,26,OKINAWA,1103,OKINAWA F. O.,333366,70,ITC Smart Card Dispenser,1018,8/21/2004,6/5/2014,333366-26987,Store,17,7.0,,Nov-21
Japan,26,OKINAWA,1103,OKINAWA F. O.,333213,70,DIEBOLD ACM,9001,10/30/2003,4/20/2016,333213-R10620538914,Store,18,5.0,,Nov-21
Japan,26,OKINAWA,1103,OKINAWA F. O.,132985,740,IBM SUREPOS 4852,2038,9/25/2010,9/25/2010,132985-41D3358,Store,11,11.0,,Nov-21
Japan,26,OKINAWA,1103,OKINAWA F. O.,132976,740,IBM SUREPOS 4852,2038,9/25/2010,6/7/2013,132976-41D3302,Store,11,8.0,,Nov-21
Japan,26,OKINAWA,1103,OKINAWA F. O.,336165,60,NOV PREM V+ 6ST MULTI-DENOM,4011,8/23/2008,8/12/2020,336165-346863,Store,13,1.0,,Nov-21
Japan,27,IWAKUNI,1144,IWAKUNI F. O.,336498,60,WMS BLADE MULTI CHEST 6,1869,3/23/2015,7/16/2020,336498-5077260,Store,6,1.0,,Nov-21
Japan,27,IWAKUNI,1144,IWAKUNI F. O.,117547,740,IBM SUREPOS 4852,2038,9/23/2010,7/2/2011,117547-41C8866,Store,11,10.0,,Nov-21
Japan,27,IWAKUNI,1144,IWAKUNI F. O.,334778,70,DIEBOLD ACM,9001,3/4/2006,7/2/2011,334778-R106205-38734,Store,15,10.0,,Nov-21
Japan,27,IWAKUNI,1144,IWAKUNI F. O.,336496,60,WMS BLADE MULTI CHEST 6,1869,3/23/2015,7/16/2020,336496-5077246,Store,6,1.0,,Nov-21
Europe,49,EDO LAB,1375,EUROPE DIST OFC,337170,60,WMS BLADE MULTI CHEST 4,1867,11/18/2016,3/4/2021,337170-5102877,Store,5,,9.0,Nov-21
Europe,49,EDO LAB,1375,EUROPE DIST OFC,336113,60,NOV PREM V+ 6ST MULTI-DENOM,4011,10/17/2008,3/4/2021,336113-345270,Store,13,,9.0,Nov-21
Europe,49,EDO LAB,1375,EUROPE DIST OFC,336111,60,NOV PREM V+ 6ST MULTI-DENOM,4011,10/17/2008,3/4/2021,336111-345266,Store,13,,9.0,Nov-21
Europe,49,EDO LAB,1375,EUROPE DIST OFC,335994,60,NOV PREM V+ 5ST MULTI-DENOM,4010,10/1/2009,3/4/2021,335994-456000,Store,12,,9.0,Nov-21
Europe,49,EDO LAB,1375,EUROPE DIST OFC,335992,60,NOV PREM V+ 1ST MULTI-DENOM,4007,10/1/2009,3/4/2021,335992-455993,Store,12,,9.0,Nov-21
Europe,49,EDO LAB,1375,EUROPE DIST OFC,335993,60,NOV PREM V+ 4ST MULTI-DENOM,4009,10/1/2009,3/4/2021,335993-456001,Store,12,,9.0,Nov-21
Europe,49,EDO LAB,1468,EUROPE DIST WHSE,130637,740,IBM SUREPOS 4852,2038,10/15/2010,2/3/2021,130637-41D2688,Store,11,,10.0,Nov-21
Europe,49,EDO LAB,1468,EUROPE DIST WHSE,130633,740,IBM SUREPOS 4852,2038,10/15/2010,2/4/2021,130633-41D0324,Store,11,,10.0,Nov-21
Europe,49,EDO LAB,1468,EUROPE DIST WHSE,130590,740,IBM SUREPOS 4852,2038,10/15/2010,2/3/2021,130590-41D1075,Store,11,,10.0,Nov-21
Europe,49,EDO LAB,1468,EUROPE DIST WHSE,130635,740,IBM SUREPOS 4852,2038,10/15/2010,2/4/2021,130635-41D2741,Store,11,,10.0,Nov-21
Europe,49,EDO LAB,1468,EUROPE DIST WHSE,130636,740,IBM SUREPOS 4852,2038,10/15/2010,2/4/2021,130636-41D2144,Store,11,,10.0,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,336451,60,BAL PRO CURVE QHBG (MLP),3216,3/7/2015,9/17/2021,336451-B141219222,Store,6,,3.0,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,335607,60,BAL A S9 QH BLKGOLD 25L10C,569,5/15/2007,9/17/2021,335607-S070280062,Store,14,,3.0,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,335661,60,NOV CF1+ ULT 10XA,3112,5/17/2006,9/17/2021,335661-221267,Store,15,,3.0,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,335868,60,WMS BBII MULTI GAME CHEST 1,1837,10/15/2008,3/17/2021,335868-W2204523,Store,13,,9.0,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,335869,60,WMS BBII MULTI GAME CHEST 5,1841,10/15/2008,9/17/2021,335869-W2204524,Store,13,,3.0,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,336128,60,WMS BBII MULTI GAME CHEST 4,1838,10/17/2008,3/17/2021,336128-W2204520,Store,13,,9.0,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,336212,60,WMS BBII MULTI GAME CHEST 3,1840,7/30/2009,3/17/2021,336212-W2228428,Store,12,,9.0,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,336214,60,WMS BBII MULTI GAME CHEST 6,1842,7/30/2009,9/17/2021,336214-W2228420,Store,12,,3.0,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,336454,60,BAL PRO CURVE QHBG (MLP),3216,3/7/2015,9/11/2020,336454-B141219221,Store,6,1.0,,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,337247,60,BAL PRO CURVE QHBG (MLP),3216,11/18/2017,9/17/2021,337247-B170502985,Store,4,,3.0,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,337250,60,BAL PRO CURVE QHBG (MLP),3216,11/18/2017,9/17/2021,337250-B170502984,Store,4,,3.0,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,334713,60,NOV CF1+ ULT 10G,3109,5/17/2006,9/17/2021,334713-221239,Store,15,,3.0,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,335577,60,NOV CF1+ ULT 10B,3115,5/20/2006,9/17/2021,335577-221284,Store,15,,3.0,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,336213,60,WMS BBII MULTI GAME CHEST 7,1843,7/30/2009,3/17/2021,336213-W2228401,Store,12,,9.0,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,333139,60,IGT WOLF RUN 40L 6C .01,1294,10/23/2004,9/17/2021,333139-1405821,Store,17,,3.0,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,335376,60,NOV CF1+ ULT 10F,3106,2/18/2006,9/17/2021,335376-206962,Store,15,,3.0,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,130606,740,IBM SUREPOS 4852,2038,10/15/2010,12/7/2010,130606-41D2693,Store,11,10.0,,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,130618,740,IBM SUREPOS 4852,2038,10/15/2010,9/17/2021,130618-41D2131,Store,11,,3.0,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,333099,60,IGT iGAME AZTEC TEMPLE 243 01,579,12/10/2004,9/17/2021,333099-1406887,Store,16,,3.0,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,333212,70,DIEBOLD ACM,9001,10/30/2003,8/12/2014,333212-R10620538751,Store,18,7.0,,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,333231,70,ITC Smart Card Dispenser,1018,6/4/2005,9/17/2021,333231-510433005,Store,16,,3.0,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,333410,70,ITC Smart Card Dispenser,1018,11/20/2003,9/17/2021,333410-23741,Store,18,,3.0,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,334355,70,ITC Smart Card Dispenser,1018,6/4/2005,8/12/2014,334355-510433002,Store,16,7.0,,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,334358,70,DIEBOLD ACM,9001,1/4/2007,9/17/2021,334358-R10620538793,Store,14,,3.0,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,334622,60,NOV CF1+ ULT 10D,3100,5/20/2006,9/17/2021,334622-221274,Store,15,,3.0,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,333281,60,NOV CF1+ ULT 10D,3100,1/8/2005,9/17/2021,333281-149261,Store,16,,3.0,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,333041,70,ITC Smart Card Dispenser,1018,10/20/2004,8/12/2014,333041-31656,Store,17,7.0,,Nov-21
Europe,46,VILSECK,1584,VILSECK F. O.,334838,60,BAL A S9 QH BLKGOLD 25L10C,569,7/3/2008,12/11/2020,334838-S080607544,Store,13,,12.0,Nov-21
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,335034,60,NOV CF1+ ULT 10F,3106,12/24/2005,7/6/2018,335034-196977,Store,15,3.0,,Nov-21
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,335062,70,DIEBOLD ACM,9001,1/12/2006,7/6/2018,335062-R106205-37935,Store,15,3.0,,Nov-21
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,335066,70,DIEBOLD ACM,9001,1/12/2006,1/12/2006,335066-R106205-38776,Store,15,15.0,,Nov-21
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,335091,60,WMS BBII MULTI GAME CHEST 1,1837,10/7/2009,7/6/2018,335091-2228398,Store,12,3.0,,Nov-21
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,335093,60,WMS BBII MULTI GAME CHEST 1,1837,10/7/2009,10/30/2019,335093-2228418,Store,12,2.0,,Nov-21
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,335033,60,NOV CF1+ ULT 10XA,3112,12/24/2005,10/30/2019,335033-196976,Store,15,2.0,,Nov-21
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,336998,60,WMS BLADE MULTI CHEST 2,1856,12/19/2015,12/3/2020,336998-5091338,Store,-,12.0,,Nov-21
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,335079,60,IGT GAME KING CL IFACE 210,228,4/8/2006,10/30/2019,335079-1296323,Store,15,2.0,,Nov-21
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,335094,60,WMS BBII MULTI GAME CHEST 8,1844,10/7/2009,8/16/2018,335094-2228427,Store,12,3.0,,Nov-21
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,334411,60,NOV NOVOSTAR 6ST MULTI-DENOM,4018,9/29/2016,12/3/2020,334411-134222,Store,5,,12.0,Nov-21
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,335092,60,WMS BBII M/G CHEST 4,1838,10/7/2009,8/16/2018,335092-2228403,Store,12,3.0,,Nov-21
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,335031,60,NOV CF1+ ULT 10B,3115,12/24/2005,8/16/2018,335031-196974,Store,15,3.0,,Nov-21
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,333816,60,IGT PRINCESS OF PARADISE,1598,8/26/2004,7/6/2018,333816-1384079,Store,17,3.0,,Nov-21
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,334942,70,ITC Smart Card Dispenser,1018,1/21/2006,7/6/2018,334942-490533693,Store,15,3.0,,Nov-21
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,130627,740,IBM SUREPOS 4852,2038,10/15/2010,2/22/2014,130627-41C9001,Store,11,7.0,,Nov-21
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,334943,70,ITC Smart Card Dispenser,1018,1/21/2006,1/21/2006,334943-490533694,Store,15,15.0,,Nov-21
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,335022,60,NOV CF1+ ULT 10H,3116,12/24/2005,8/16/2018,335022-196965,Store,15,3.0,,Nov-21
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,335023,60,NOV CF1+ ULT 10B,3115,12/24/2005,7/6/2018,335023-196966,Store,15,3.0,,Nov-21
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,335027,60,NOV CF1+ ULT 10G,3109,12/24/2005,8/16/2018,335027-196970,Store,15,3.0,,Nov-21
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,130629,740,IBM SUREPOS 4852,2038,10/15/2010,2/9/2011,130629-41D2532,Store,11,10.0,,Nov-21
Europe,42,NAPLES,2557,NAPLES F.O.,337803,60,NOV PREM V+ 5ST MULTI-DENOM,4010,10/10/2009,11/13/2019,337803-455994,Store,12,2.0,,Nov-21
Europe,42,NAPLES,2557,NAPLES F.O.,334934,70,ITC Smart Card Dispenser,1018,1/31/2006,7/15/2016,334934-490533639,Store,15,5.0,,Nov-21
Europe,42,NAPLES,2557,NAPLES F.O.,335185,70,DIEBOLD ACM,9001,2/2/2006,2/2/2006,335185-R106205-38693,Store,15,15.0,,Nov-21
Europe,42,NAPLES,2557,NAPLES F.O.,336297,60,WMS BLADE MULTI CHEST 2,1856,1/31/2017,12/23/2020,336297-5102879,Store,4,,12.0,Nov-21
Europe,42,NAPLES,2557,NAPLES F.O.,336296,60,NOV NOVOSTAR 6ST MULTI-DENOM,4018,10/19/2016,11/13/2019,336296-238890,Store,5,2.0,,Nov-21
Europe,42,NAPLES,2557,NAPLES F.O.,336292,60,NOV NOVOSTAR 1ST MULTI-DENOM,4014,10/19/2016,11/13/2019,336292-134229,Store,5,2.0,,Nov-21
Europe,42,NAPLES,2557,NAPLES F.O.,335199,60,NOV NOVOSTAR 6ST MULTI-DENOM,4018,10/10/2009,12/23/2020,335199-455987,Store,12,,12.0,Nov-21
Europe,42,NAPLES,2557,NAPLES F.O.,335186,70,DIEBOLD ACM,9001,3/7/2006,2/9/2008,335186-R106205-38319,Store,15,13.0,,Nov-21
Europe,42,NAPLES,2557,NAPLES F.O.,335180,70,DIEBOLD ACM,9001,2/2/2006,7/15/2016,335180-R106205-37940,Store,15,5.0,,Nov-21
Europe,42,NAPLES,2557,NAPLES F.O.,335179,70,DIEBOLD ACM,9001,2/2/2006,12/6/2017,335179-R106205-37931,Store,15,3.0,,Nov-21
Europe,42,NAPLES,2557,NAPLES F.O.,335141,60,NOV CF1+ ULT 10XA,3112,2/10/2006,4/2/2021,335141-206942,Store,15,,8.0,Nov-21
Europe,42,NAPLES,2557,NAPLES F.O.,335140,60,NOV CF1+ ULT 10G,3109,2/10/2006,10/2/2020,335140-206941,Store,15,1.0,,Nov-21
Europe,42,NAPLES,2557,NAPLES F.O.,335121,60,NOV CF1+ ULT 10E,3103,1/6/2006,9/16/2020,335121-203703,Store,15,1.0,,Nov-21
Europe,42,NAPLES,2557,NAPLES F.O.,334930,70,ITC Smart Card Dispenser,1018,1/31/2006,12/6/2017,334930-490533652,Store,15,3.0,,Nov-21
Europe,42,NAPLES,2557,NAPLES F.O.,130608,740,IBM SUREPOS 4852,2038,10/15/2010,2/8/2011,130608-41D2621,Store,11,10.0,,Nov-21
Europe,42,NAPLES,2557,NAPLES F.O.,337807,70,ITC Smart Card Dispenser,1018,11/17/2015,11/17/2015,337807-C351530849,Store,6,6.0,,Nov-21
Europe,42,NAPLES,2557,NAPLES F.O.,335129,60,NOV CF1+ ULT 10F,3106,1/6/2006,10/2/2020,335129-203711,Store,15,1.0,,Nov-21
Europe,43,ROTA,2558,ROTA F.O.,335265,70,DIEBOLD ACM,9001,2/14/2006,12/16/2006,335265-R106205-38270,Store,15,14.0,,Nov-21
Europe,43,ROTA,2558,ROTA F.O.,130587,740,IBM SUREPOS 4852,2038,10/15/2010,2/9/2011,130587-41D2555,Store,11,10.0,,Nov-21
Europe,43,ROTA,2558,ROTA F.O.,334954,70,ITC Smart Card Dispenser,1018,2/14/2006,3/7/2007,334954-490533677,Store,15,14.0,,Nov-21
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,333224,70,DIEBOLD ACM,9001,8/11/2004,10/15/2011,333224-R10620537554,Store,17,10.0,,Nov-21
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,335500,70,ITC Smart Card Dispenser,1018,9/17/2015,9/17/2015,335500-C351530853,Store,6,6.0,,Nov-21
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,337552,60,BAL PRO CURVE QHTB7'S (MLP),3217,11/18/2017,10/20/2020,337552-B170502974,Store,4,1.0,,Nov-21
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,337551,60,BAL PRO CURVE QHTB7'S (MLP),3211,11/18/2017,5/2/2019,337551-B170502973,Store,4,2.0,,Nov-21
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,337027,60,WMS BLADE MULTI CHEST 2,1856,10/1/2015,7/31/2019,337027-5091355,Store,6,2.0,,Nov-21
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,335693,60,NOV PREM V+ 1ST MULTI-DENOM,4007,10/15/2008,9/19/2020,335693-345251,Store,13,1.0,,Nov-21
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,337553,60,BAL PRO CURVE QHTB7'S (MLP),3217,11/18/2017,10/20/2020,337553-B170502975,Store,4,1.0,,Nov-21
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,335377,60,NOV CF1+ ULT 10D,3100,2/18/2006,9/19/2020,335377-206963,Store,15,1.0,,Nov-21
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,334716,60,NOV CF1+ ULT 10B,3115,5/17/2006,9/19/2020,334716-221243,Store,15,1.0,,Nov-21
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,334351,70,ITC Smart Card Dispenser,1018,6/4/2005,10/26/2019,334351-510433041,Store,16,2.0,,Nov-21
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,333981,60,NOV CF1+ ULT 10D,3100,1/11/2005,3/18/2021,333981-149251,Store,16,,9.0,Nov-21
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,130614,740,IBM SUREPOS 4852,2038,10/15/2010,1/25/2011,130614-41D2784,Store,11,10.0,,Nov-21
Europe,45,STUTTGART,2969,STUTTGART FIELD OFFICE,334257,60,NOV CF1+ ULT 10F,3106,7/13/2005,9/19/2020,334257-175963,Store,16,1.0,,Nov-21
Europe,47,WIESBADEN,2970,WIESBADEN FIELD OFFICE,334594,70,DIEBOLD ACM,9001,10/12/2005,12/10/2015,334594-R10620538795,Store,16,5.0,,Nov-21
Europe,47,WIESBADEN,2970,WIESBADEN FIELD OFFICE,130612,740,IBM SUREPOS 4852,2038,10/15/2010,9/28/2019,130612-41C8027,Store,11,2.0,,Nov-21
Europe,47,WIESBADEN,2970,WIESBADEN FIELD OFFICE,337157,60,NOV NOVOSTAR 6ST MULTI-DENOM,4018,9/16/2016,9/30/2020,337157-349089,Store,5,1.0,,Nov-21
Europe,47,WIESBADEN,2970,WIESBADEN FIELD OFFICE,337151,60,NOV NOVOSTAR 5ST MULTI-DENOM,4017,9/16/2016,9/30/2020,337151-186277,Store,5,1.0,,Nov-21
Europe,47,WIESBADEN,2970,WIESBADEN FIELD OFFICE,333420,70,ITC Smart Card Dispenser,1018,10/28/2003,1/13/2017,333420-23705,Store,18,4.0,,Nov-21
Europe,47,WIESBADEN,2970,WIESBADEN FIELD OFFICE,130615,740,IBM SUREPOS 4852,2038,10/15/2010,5/17/2017,130615-41C8496,Store,11,4.0,,Nov-21
Europe,47,WIESBADEN,2970,WIESBADEN FIELD OFFICE,333040,70,ITC Smart Card Dispenser,1018,8/26/2004,10/31/2015,333040-26951,Store,17,6.0,,Nov-21
Europe,47,WIESBADEN,2970,WIESBADEN FIELD OFFICE,333422,70,ITC Smart Card Dispenser,1018,10/28/2003,3/5/2021,333422-23703,Store,18,,9.0,Nov-21
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,335850,60,NOV PREM V+ 6ST MULTI-DENOM,4011,8/15/2008,8/2/2020,335850-346838,Store,13,1.0,,Nov-21
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336329,60,NOV PREM V+ 6ST MULTI-DENOM,4011,4/29/2009,8/2/2020,336329-403640,Store,12,1.0,,Nov-21
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336390,60,NOV PREM V+ 5ST MULTI-DENOM,4010,12/23/2009,8/2/2020,336390-447005,Store,11,1.0,,Nov-21
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336204,60,NOV PREM V+ 1ST MULTI-DENOM,4007,8/21/2008,9/11/2021,336204-346872,Store,13,,3.0,Nov-21
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336202,60,NOV PREM V+ 1ST MULTI-DENOM,4007,8/21/2008,2/4/2019,336202-346866,Store,13,2.0,,Nov-21
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,335782,60,NOV PREM V+ 5ST MULTI-DENOM,4010,8/27/2008,4/24/2019,335782-346804,Store,13,2.0,,Nov-21
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,335408,60,NOV PREM V+ 6ST MULTI-DENOM,4011,4/23/2009,2/4/2019,335408-403641,Store,12,2.0,,Nov-21
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,335392,60,NOV PREM V+ 1ST MULTI-DENOM,4007,8/15/2008,4/19/2019,335392-346875,Store,13,2.0,,Nov-21
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,116226,740,IBM SUREPOS 4852,2038,9/25/2010,4/16/2021,116226-41D3340,Store,11,,8.0,Nov-21
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,334800,60,NOV PREM V+ 1ST MULTI-DENOM,4007,8/15/2008,8/2/2020,334800-346836,Store,13,1.0,,Nov-21
